persona_id,persona,tone,purpose_id,purpose,brand,product,title,body,cta,style_index,is_event
8,뉴커머스 럭셔리 쇼퍼,4060,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 할인 제품 안내,라이브/뉴커머스 한정에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 집중 안티에이징 중심으로 우대가 적용. 세트 구매 시 혜택 확대. 뉴커머스 한정 혜택을 확인해 보세요.,구매하기,3,1
6,오프라인 기반 고관여 럭셔리 유저,2030,0,할인,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 할인,럭셔리 매장 케어에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 그린티 수분로 오늘만 특가. 장바구니 자동할인 적용. 상담 예약하고 제대로 체험!,쿠폰 받기(오늘만),5,0
5,실속형 온라인 타사 중심 쇼퍼,2030,2,베스트셀러,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 지금 타이밍,타사 대비 실속에 딱 맞는 설화수 자음생크림 리치 단품세트! 프리미엄 세트 구성로 다들 이거 써요. 베스트 구성으로 추천. 가성비 라인업으로 딱!,지금 확인(리뷰확인),2,1
4,자사몰 올인(All-in) 로열 팬덤,4060,0,할인,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 할인 제품 안내,팬덤 전용 혜택에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 리퀴드 마스크 팩 중심으로 할인 혜택 안내. 10% 할인 적용. 로열 고객 전용 안내로 준비했습니다.,자세히 보기,1,0
6,오프라인 기반 고관여 럭셔리 유저,2030,1,신제품런칭,헤라,헤라 블랙쿠션,헤라 블랙쿠션 신제품런칭,고관여 체험 코스에 딱 맞는 헤라 블랙쿠션! 세련된 톤 보정로 첫 공개 소식. 신상 한정 구성. 상담 예약하고 제대로 체험! 자세한 내용은 상세 페이지에서 확인해 주세요.,장바구니 담기(선공개),2,1
2,프리미엄 럭셔리 스마트 자산가,4060,0,할인,설화수,설화수 윤조에센스,설화수 윤조에센스 할인 안내,프리미엄 라인 추천에 적합한 설화수 윤조에센스을(를) 안내드립니다. 촉촉한 윤광 중심으로 할인 혜택 안내. 12% 할인 적용. 프리미엄 고객 혜택을 함께 확인해 보세요.,자세히 보기,1,1
9,하이엔드 뉴커머스 VVIP,4060,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 할인 안내,VVIP 프라이빗에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 레티놀 탄력 케어 중심으로 할인 혜택 안내. 세트 구매 시 혜택 확대. VVIP 고객 전용 혜택으로 안내드립니다.,상담/예약,2,1
8,뉴커머스 럭셔리 쇼퍼,2030,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 혜택 오픈,드롭·한정 수량에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 부드러운 밀크 텍스처로 다들 이거 써요. 베스트 구성으로 추천. 라이브/드롭 타이밍 중요!,쿠폰 받기(재구매픽),0,0
4,자사몰 올인(All-in) 로열 팬덤,2030,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,베스트셀러 로즈 리퀴드 마스크,로열 전용 선공개에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 재구매 1위. 베스트 구성으로 추천. 로열 전용 선공개로 준비했어요.,매장/라이브 확인(재구매픽),3,0
2,프리미엄 럭셔리 스마트 자산가,4060,2,베스트셀러,헤라,헤라 블랙쿠션,블랙쿠션 추천 안내,프리미엄 라인 추천에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 꾸준한 인기 제품. 고객 만족도가 높은 제품. 프리미엄 고객 혜택을 함께 확인해 보세요.,혜택 확인,1,0
9,하이엔드 뉴커머스 VVIP,2030,2,베스트셀러,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 혜택 오픈,VVIP 프라이빗에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 재구매 1위. 재구매 많은 그 제품. VVIP 전용 초대급 혜택.,쿠폰 받기(베스트구성),2,0
5,실속형 온라인 타사 중심 쇼퍼,4060,2,베스트셀러,설화수,설화수 자음생크림 리치 단품세트,설화수 베스트셀러 제품 안내,가격 메리트 중심에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 프리미엄 세트 구성 중심으로 꾸준한 인기 제품. 꾸준히 선택받는 제품. 가격 메리트를 중심으로 안내드립니다.,자세히 보기,5,0
3,자사몰 헤비 탐험가,4060,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 베스트셀러 안내,자사몰 신상 탐험에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 즉각 수분광 중심으로 베스트셀러 추천. 추천 구성으로 안내. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,구매하기,2,1
3,자사몰 헤비 탐험가,2030,1,신제품런칭,설화수,설화수 윤조에센스,윤조에센스 신제품런칭,"자사몰 신상 탐험에 딱 맞는 설화수 윤조에센스! 첫 단계 윤기 케어로 첫 공개 소식. 첫 구매 혜택 있어요. 쿠폰 조합, 제가 최적화해둘게요. 자세한 내용은 상세 페이지에서 확인해 주세요.",쿠폰 받기(선공개),3,0
5,실속형 온라인 타사 중심 쇼퍼,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 신제품런칭,가격 메리트 중심에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 런칭 기념!. 런칭 기념 사은품/포인트. 가성비 라인업으로 딱!,바로 보기(선공개),2,0
5,실속형 온라인 타사 중심 쇼퍼,2030,1,신제품런칭,설화수,설화수 윤조에센스,신제품런칭 윤조에센스,쿠폰·딜 우선에 딱 맞는 설화수 윤조에센스! 피부 컨디션을 정돈로 런칭 기념!. 첫 구매 혜택 있어요. 가성비 라인업으로 딱! 자세한 내용은 상세 페이지에서 확인해 주세요.,장바구니 담기(선공개),0,1
0,오프라인파 스마트 쇼퍼,4060,0,할인,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 인기 제품 안내,가까운 매장에서 바로 체험에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 리퀴드 마스크 팩 중심으로 우대가 적용. 추가 쿠폰 동시 사용 가능. 가까운 매장 방문도 안내드리겠습니다.,자세히 보기,4,1
0,오프라인파 스마트 쇼퍼,4060,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 추천 안내,매장 픽업/테스터 확인에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 부드러운 밀크 텍스처 중심으로 베스트셀러 추천. 고객 만족도가 높은 제품. 가까운 매장 방문도 안내드리겠습니다.,혜택 확인,1,0
0,오프라인파 스마트 쇼퍼,4060,1,신제품런칭,헤라,헤라 블랙쿠션,블랙쿠션 추천 안내,오프라인 한 번에 비교에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 밀착 베이스 중심으로 런칭 기념 혜택. 런칭 기간 한정 구성. 가까운 매장 방문도 안내드리겠습니다.,상담/예약,5,1
8,뉴커머스 럭셔리 쇼퍼,2030,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 레티놀 세럼 베스트셀러,라이브/뉴커머스 한정에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 재구매 1위. 베스트 구성으로 추천. 라이브/드롭 타이밍 중요!,지금 확인(리뷰확인),3,1
6,오프라인 기반 고관여 럭셔리 유저,4060,2,베스트셀러,설화수,설화수 윤조에센스,윤조에센스 추천 안내,방문 예약/상담 추천에 적합한 설화수 윤조에센스을(를) 안내드립니다. 피부 컨디션을 정돈 중심으로 검증된 스테디셀러. 꾸준히 선택받는 제품. 전문 상담 및 체험 예약을 권해드립니다.,구매하기,0,0
3,자사몰 헤비 탐험가,2030,0,할인,설화수,설화수 자음생크림 리치 단품세트,할인 자음생 리치 세트,"자사몰 신상 탐험에 딱 맞는 설화수 자음생크림 리치 단품세트! 리치 영양 보습로 쿠폰까지 챙겨요. 묶음하면 더 내려가요. 쿠폰 조합, 제가 최적화해둘게요.",매장/라이브 확인(쿠폰필수),4,1
9,하이엔드 뉴커머스 VVIP,4060,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 신제품런칭 제품 안내,VVIP 프라이빗에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 리퀴드 마스크 팩 중심으로 런칭 기념 혜택. 런칭 기간 한정 구성. VVIP 고객 전용 혜택으로 안내드립니다.,쿠폰 적용,5,1
0,오프라인파 스마트 쇼퍼,2030,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 할인,오프라인 한 번에 비교에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 지금 사면 이득. 최대 25% + 쿠폰. 근처 매장 픽업도 가능!,장바구니 담기(오늘만),4,1
7,온라인 중심 실속 효율 쇼퍼,2030,2,베스트셀러,설화수,설화수 윤조에센스,윤조에센스 혜택 오픈,최저 번거로움에 딱 맞는 설화수 윤조에센스! 피부 컨디션을 정돈로 재구매 1위. 재구매 많은 그 제품. 빠르게 재구매 루트로! 자세한 내용은 상세 페이지에서 확인해 주세요.,장바구니 담기(리뷰확인),1,1
0,오프라인파 스마트 쇼퍼,4060,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 신제품런칭 안내,가까운 매장에서 바로 체험에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 장벽 보습 중심으로 런칭 기념 혜택. 출시 기념 사은 혜택. 가까운 매장 방문도 안내드리겠습니다.,쿠폰 적용,1,0
2,프리미엄 럭셔리 스마트 자산가,4060,0,할인,헤라,헤라 블랙쿠션,헤라 할인 제품 안내,프리미엄 라인 추천에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 세련된 톤 보정 중심으로 우대가 적용. 세트 구매 시 혜택 확대. 프리미엄 고객 혜택을 함께 확인해 보세요.,자세히 보기,1,0
2,프리미엄 럭셔리 스마트 자산가,2030,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,신제품런칭 그린티 밀크에센스,한정 혜택/컨시어지에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 그린티 수분로 첫 공개 소식. 첫 구매 혜택 있어요. 한정 혜택 놓치면 아쉬움…,지금 확인(선공개),0,0
6,오프라인 기반 고관여 럭셔리 유저,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 지금 타이밍,럭셔리 매장 케어에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 첫 공개 소식. 런칭 기념 사은품/포인트. 상담 예약하고 제대로 체험!,지금 확인(한정구성),1,0
6,오프라인 기반 고관여 럭셔리 유저,2030,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 혜택 오픈,방문 예약/상담 추천에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 부드러운 밀크 텍스처로 런칭 기념!. 신상 한정 구성. 상담 예약하고 제대로 체험!,바로 보기(선공개),3,0
5,실속형 온라인 타사 중심 쇼퍼,2030,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,베스트셀러 그린티 밀크에센스,가격 메리트 중심에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 장벽 보습로 다들 이거 써요. 베스트 구성으로 추천. 가성비 라인업으로 딱!,지금 확인(재구매픽),0,1
6,오프라인 기반 고관여 럭셔리 유저,4060,0,할인,설화수,설화수 윤조에센스,윤조에센스 할인 안내,럭셔리 매장 케어에 적합한 설화수 윤조에센스을(를) 안내드립니다. 첫 단계 윤기 케어 중심으로 할인 혜택 안내. 추가 쿠폰 동시 사용 가능. 전문 상담 및 체험 예약을 권해드립니다.,상담/예약,5,1
1,백화점 기반 실속파 다구매자,2030,0,할인,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 할인,백화점 혜택 챙기기에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 부드러운 밀크 텍스처로 지금 사면 이득. 최대 30% + 쿠폰. 세트로 담으면 더 실속!,바로 보기(오늘만),4,0
1,백화점 기반 실속파 다구매자,4060,2,베스트셀러,헤라,헤라 블랙쿠션,블랙쿠션 추천 안내,세트/다구매 혜택에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 밀착 베이스 중심으로 꾸준한 인기 제품. 꾸준히 선택받는 제품. 세트 구성으로 혜택을 높이실 수 있습니다.,상담/예약,0,0
7,온라인 중심 실속 효율 쇼퍼,4060,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 베스트셀러 안내,핵심만 딱에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 장벽 보습 중심으로 검증된 스테디셀러. 추천 구성으로 안내. 간편 결제로 빠르게 구매하실 수 있습니다.,혜택 확인,5,1
0,오프라인파 스마트 쇼퍼,4060,0,할인,설화수,설화수 윤조에센스,윤조에센스 추천 안내,매장 픽업/테스터 확인에 적합한 설화수 윤조에센스을(를) 안내드립니다. 촉촉한 윤광 중심으로 우대가 적용. 추가 쿠폰 동시 사용 가능. 가까운 매장 방문도 안내드리겠습니다.,자세히 보기,5,1
1,백화점 기반 실속파 다구매자,4060,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,이니스프리 인기 제품 안내,세트/다구매 혜택에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 부드러운 밀크 텍스처 중심으로 런칭 기념 혜택. 초기 구매 우대 혜택. 세트 구성으로 혜택을 높이실 수 있습니다.,구매하기,1,1
2,프리미엄 럭셔리 스마트 자산가,2030,0,할인,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,이니스프리 그린티 밀크에센스 할인,한정 혜택/컨시어지에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 장벽 보습로 오늘만 특가. 묶음하면 더 내려가요. 한정 혜택 놓치면 아쉬움…,매장/라이브 확인(쿠폰필수),0,1
4,자사몰 올인(All-in) 로열 팬덤,2030,2,베스트셀러,헤라,헤라 블랙쿠션,헤라 블랙쿠션 베스트셀러,로열 전용 선공개에 딱 맞는 헤라 블랙쿠션! 밀착 베이스로 다들 이거 써요. 베스트 구성으로 추천. 로열 전용 선공개로 준비했어요. 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(베스트구성),5,1
7,온라인 중심 실속 효율 쇼퍼,2030,1,신제품런칭,헤라,헤라 블랙쿠션,신제품런칭 블랙쿠션,빠른 재구매/간편결제에 딱 맞는 헤라 블랙쿠션! 커버+지속력로 신상 먼저 만나봐요. 런칭 기념 사은품/포인트. 빠르게 재구매 루트로! 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(런칭혜택),1,0
2,프리미엄 럭셔리 스마트 자산가,4060,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 추천 안내,자산가 맞춤 케어에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 매끈한 결 중심으로 런칭 기념 혜택. 초기 구매 우대 혜택. 프리미엄 고객 혜택을 함께 확인해 보세요.,상담/예약,5,1
7,온라인 중심 실속 효율 쇼퍼,2030,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 지금 타이밍,빠른 재구매/간편결제에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 즉각 수분광로 첫 공개 소식. 런칭 기념 사은품/포인트. 빠르게 재구매 루트로!,바로 보기(런칭혜택),1,1
4,자사몰 올인(All-in) 로열 팬덤,2030,0,할인,설화수,설화수 자음생크림 리치 단품세트,할인 자음생 리치 세트,로열 전용 선공개에 딱 맞는 설화수 자음생크림 리치 단품세트! 리치 영양 보습로 지금 사면 이득. 묶음하면 더 내려가요. 로열 전용 선공개로 준비했어요.,쿠폰 받기(오늘만),1,1
4,자사몰 올인(All-in) 로열 팬덤,4060,2,베스트셀러,설화수,설화수 윤조에센스,설화수 인기 제품 안내,로열 전용 선공개에 적합한 설화수 윤조에센스을(를) 안내드립니다. 첫 단계 윤기 케어 중심으로 꾸준한 인기 제품. 고객 만족도가 높은 제품. 로열 고객 전용 안내로 준비했습니다.,자세히 보기,1,1
7,온라인 중심 실속 효율 쇼퍼,4060,0,할인,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 할인 안내,최저 번거로움에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 그린티 수분 중심으로 할인 혜택 안내. 25% 할인 적용. 간편 결제로 빠르게 구매하실 수 있습니다.,혜택 확인,3,0
3,자사몰 헤비 탐험가,2030,0,할인,헤라,헤라 블랙쿠션,블랙쿠션 할인,"리뷰·성분까지 꼼꼼에 딱 맞는 헤라 블랙쿠션! 밀착 베이스로 오늘만 특가. 묶음하면 더 내려가요. 쿠폰 조합, 제가 최적화해둘게요. 자세한 내용은 상세 페이지에서 확인해 주세요.",지금 확인(쿠폰필수),3,0
2,프리미엄 럭셔리 스마트 자산가,4060,1,신제품런칭,설화수,설화수 윤조에센스,설화수 윤조에센스 신제품런칭 안내,자산가 맞춤 케어에 적합한 설화수 윤조에센스을(를) 안내드립니다. 촉촉한 윤광 중심으로 런칭 기념 혜택. 출시 기념 사은 혜택. 프리미엄 고객 혜택을 함께 확인해 보세요.,상담/예약,3,0
3,자사몰 헤비 탐험가,4060,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 추천 안내,포인트/쿠폰 최적 조합에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 장벽 보습 중심으로 검증된 스테디셀러. 꾸준히 선택받는 제품. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,상담/예약,2,0
8,뉴커머스 럭셔리 쇼퍼,2030,1,신제품런칭,설화수,설화수 윤조에센스,윤조에센스 혜택 오픈,라이브/뉴커머스 한정에 딱 맞는 설화수 윤조에센스! 첫 단계 윤기 케어로 신상 먼저 만나봐요. 런칭 기념 사은품/포인트. 라이브/드롭 타이밍 중요!,바로 보기(런칭혜택),3,0
1,백화점 기반 실속파 다구매자,4060,0,할인,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 할인 제품 안내,백화점 혜택 챙기기에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 로즈 광채 중심으로 할인 혜택 안내. 추가 쿠폰 동시 사용 가능. 세트 구성으로 혜택을 높이실 수 있습니다.,상담/예약,1,0
9,하이엔드 뉴커머스 VVIP,4060,0,할인,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 인기 제품 안내,우선 배정/한정에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 리퀴드 마스크 팩 중심으로 기간 한정 혜택. 15% 할인 적용. VVIP 고객 전용 혜택으로 안내드립니다.,혜택 확인,3,1
9,하이엔드 뉴커머스 VVIP,2030,0,할인,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 혜택 오픈,VVIP 프라이빗에 딱 맞는 설화수 자음생크림 리치 단품세트! 프리미엄 세트 구성로 오늘만 특가. 장바구니 자동할인 적용. VVIP 전용 초대급 혜택.,지금 확인(쿠폰필수),4,0
1,백화점 기반 실속파 다구매자,4060,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 추천 안내,선물용까지 한 번에에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 그린티 수분 중심으로 검증된 스테디셀러. 고객 만족도가 높은 제품. 세트 구성으로 혜택을 높이실 수 있습니다.,상담/예약,3,1
4,자사몰 올인(All-in) 로열 팬덤,4060,0,할인,설화수,설화수 윤조에센스,윤조에센스 추천 안내,로열 전용 선공개에 적합한 설화수 윤조에센스을(를) 안내드립니다. 첫 단계 윤기 케어 중심으로 할인 혜택 안내. 세트 구매 시 혜택 확대. 로열 고객 전용 안내로 준비했습니다.,상담/예약,2,1
0,오프라인파 스마트 쇼퍼,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,신제품런칭 레티놀 세럼,오프라인 한 번에 비교에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 런칭 기념!. 신상 한정 구성. 근처 매장 픽업도 가능!,바로 보기(한정구성),1,1
2,프리미엄 럭셔리 스마트 자산가,2030,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 신제품런칭,한정 혜택/컨시어지에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 런칭 기념!. 첫 구매 혜택 있어요. 한정 혜택 놓치면 아쉬움…,매장/라이브 확인(한정구성),0,0
6,오프라인 기반 고관여 럭셔리 유저,2030,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,베스트셀러 로즈 리퀴드 마스크,럭셔리 매장 케어에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 재구매 1위. 재구매 많은 그 제품. 상담 예약하고 제대로 체험!,쿠폰 받기(베스트구성),4,0
4,자사몰 올인(All-in) 로열 팬덤,2030,1,신제품런칭,헤라,헤라 블랙쿠션,블랙쿠션 신제품런칭,팬덤 전용 혜택에 딱 맞는 헤라 블랙쿠션! 세련된 톤 보정로 첫 공개 소식. 신상 한정 구성. 로열 전용 선공개로 준비했어요. 자세한 내용은 상세 페이지에서 확인해 주세요.,지금 확인(런칭혜택),4,1
4,자사몰 올인(All-in) 로열 팬덤,2030,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 레티놀 세럼 베스트셀러,팬덤 전용 혜택에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 재구매 1위. 베스트 구성으로 추천. 로열 전용 선공개로 준비했어요.,매장/라이브 확인(베스트구성),5,0
5,실속형 온라인 타사 중심 쇼퍼,2030,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 혜택 오픈,타사 대비 실속에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 베스트셀러 인증. 재구매 많은 그 제품. 가성비 라인업으로 딱!,쿠폰 받기(베스트구성),5,0
4,자사몰 올인(All-in) 로열 팬덤,2030,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 지금 타이밍,팬덤 전용 혜택에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 런칭 기념!. 런칭 기념 사은품/포인트. 로열 전용 선공개로 준비했어요.,장바구니 담기(한정구성),3,0
7,온라인 중심 실속 효율 쇼퍼,2030,2,베스트셀러,헤라,헤라 블랙쿠션,베스트셀러 블랙쿠션,최저 번거로움에 딱 맞는 헤라 블랙쿠션! 커버+지속력로 베스트셀러 인증. 리뷰도 이미 검증 완료. 빠르게 재구매 루트로! 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(재구매픽),3,0
6,오프라인 기반 고관여 럭셔리 유저,2030,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,베스트셀러 그린티 밀크에센스,럭셔리 매장 케어에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 그린티 수분로 다들 이거 써요. 리뷰도 이미 검증 완료. 상담 예약하고 제대로 체험!,매장/라이브 확인(베스트구성),3,0
1,백화점 기반 실속파 다구매자,4060,0,할인,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 할인 안내,선물용까지 한 번에에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 탄탄한 탄력 케어 중심으로 기간 한정 혜택. 12% 할인 적용. 세트 구성으로 혜택을 높이실 수 있습니다.,자세히 보기,0,0
8,뉴커머스 럭셔리 쇼퍼,4060,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,이니스프리 신제품런칭 제품 안내,트렌드 픽에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 그린티 수분 중심으로 신제품 출시 안내. 출시 기념 사은 혜택. 뉴커머스 한정 혜택을 확인해 보세요.,쿠폰 적용,0,1
0,오프라인파 스마트 쇼퍼,4060,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 신제품런칭 제품 안내,오프라인 한 번에 비교에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 집중 안티에이징 중심으로 런칭 기념 혜택. 출시 기념 사은 혜택. 가까운 매장 방문도 안내드리겠습니다.,혜택 확인,0,0
0,오프라인파 스마트 쇼퍼,2030,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,베스트셀러 레티놀 세럼,가까운 매장에서 바로 체험에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 매끈한 결로 재구매 1위. 베스트 구성으로 추천. 근처 매장 픽업도 가능!,바로 보기(리뷰확인),1,0
2,프리미엄 럭셔리 스마트 자산가,2030,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 로즈 리퀴드 마스크 베스트셀러,한정 혜택/컨시어지에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 즉각 수분광로 베스트셀러 인증. 재구매 많은 그 제품. 한정 혜택 놓치면 아쉬움…,장바구니 담기(베스트구성),3,1
5,실속형 온라인 타사 중심 쇼퍼,2030,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 지금 타이밍,쿠폰·딜 우선에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 첫 공개 소식. 런칭 기념 사은품/포인트. 가성비 라인업으로 딱!,장바구니 담기(선공개),1,1
3,자사몰 헤비 탐험가,4060,0,할인,헤라,헤라 블랙쿠션,블랙쿠션 추천 안내,포인트/쿠폰 최적 조합에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 기간 한정 혜택. 추가 쿠폰 동시 사용 가능. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,구매하기,0,0
0,오프라인파 스마트 쇼퍼,4060,0,할인,헤라,헤라 블랙쿠션,블랙쿠션 추천 안내,오프라인 한 번에 비교에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 우대가 적용. 추가 쿠폰 동시 사용 가능. 가까운 매장 방문도 안내드리겠습니다.,혜택 확인,1,0
5,실속형 온라인 타사 중심 쇼퍼,2030,0,할인,설화수,설화수 자음생크림 리치 단품세트,설화수 자음생 리치 세트 할인,타사 대비 실속에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 쿠폰까지 챙겨요. 묶음하면 더 내려가요. 가성비 라인업으로 딱!,지금 확인(최대혜택),3,0
